INQ_YMD,PDLT_CODE,PDLT_NM,NMYR_RATE,BFRT_RATE,SPCS_CODE,WHSL_DAIL_PRCE,RTSL_DAIL_PRCE
일자,품목코드,품목명,평년 비율,전일 비율,품종코드,도매일일가격,소매일일가격
20160910,1201,양파,-3.441,0.46,1201,870,1558
20160910,1202,대파,-6.856,-2.056,1202,1508,4981
20160911,1001,배추,151.251,-6.598,1001,6128,8128
20161108,1001,배추,78.512,-0.108,1001,2159.667,3255
20161108,1101,무,90.401,3.861,1101,1566.8,2518
20161108,1207,건고추,-36.667,0,1207,5800,9951
20161108,1209,마늘,30.199,1.389,12A9,7200,10351
20161108,1209,마늘,49.926,0,1209,6060,0
20161108,1201,양파,10.44,7.322,1201,1079,1685
20161108,1202,대파,66.933,7.799,1202,2090,4920
20161109,1001,배추,78.017,-0.263,1001,2154,3281
20161109,1101,무,83.597,-3.727,1101,1510.5,2514
20161109,1207,건고추,-36.667,0,1207,5800,9951
20161109,1209,마늘,30.199,0,12A9,7200,10366
20161109,1209,마늘,49.926,0,1209,6060,0
20161109,1201,양파,8.188,-2.081,1201,1057,1688
20161109,1202,대파,58.067,-5.609,1202,1979,4966
20161110,1001,배추,97.603,9.912,1001,2391,3233
20161110,1101,무,68.651,-8.849,1101,1387.7,2390
20161110,1207,건고추,-36.667,0,1207,5800,9951
20161110,1209,마늘,30.199,0,12A9,7200,10366
20161110,1209,마늘,49.926,0,1209,6060,0
20161110,1201,양파,6.858,-1.245,1201,1044,1709
20161110,1202,대파,57.508,-0.355,1202,1972,5281
20161111,1001,배추,110.85,21.632,1001,3051,3263
20161111,1101,무,93.227,11.533,1101,1568.6,2405
20161111,1207,건고추,-35.253,0,1207,5800,9951
20161111,1209,마늘,30.672,0,12A9,7200,10383
20161111,1209,마늘,42.454,0,1209,6060,0
20161111,1201,양파,6.307,0.096,1201,1045,1696
20170108,1209,마늘,32.299,-0.138,12A9,7250,10517
20170108,1209,마늘,47.017,0,1209,6260,0
20170108,1201,양파,33.891,1.172,1201,1280,1789
20170108,1202,대파,36.95,-14.737,1202,1805,5288
20170109,1001,배추,131.446,5.752,1001,3025,4279
20170109,1101,무,168.286,1.6,1101,1987.8,3072
20170109,1207,건고추,-32.56,0,1207,5700,9826
20170109,1209,마늘,32.299,-0.138,12A9,7250,10517
20170109,1209,마늘,47.017,0,1209,6260,0
20170109,1201,양파,35.774,1.387,1201,1298,1828
20170109,1202,대파,51.593,9.66,1202,1998,5281
20170110,1001,배추,133.894,1.036,1001,3056.667,4279
20170110,1101,무,143.59,-10.121,1101,1805.1,3043
20170110,1207,건고추,-32.56,0,1207,5700,9768
20170110,1209,마늘,33.212,0.685,12A9,7300,10575
20170110,1209,마늘,47.017,0,1209,6260,0
20170110,1201,양파,33.682,-1.565,1201,1278,1875
20170110,1202,대파,51.29,-0.201,1202,1994,5235
20170111,1001,배추,132.196,-2.139,1001,2992.667,4279
20170111,1101,무,185.423,0.851,1101,1820.6,3022
20170111,1207,건고추,-32.272,0,1207,5700,9768
20170111,1209,마늘,32.175,0,12A9,7300,10566
20170111,1209,마늘,45.109,0,1209,6260,0
20170111,1201,양파,32.759,-3.734,1201,1232,1887
20170111,1202,대파,62.913,-3.638,1202,1924,5235
20170112,1001,배추,135.919,1.6,1001,3041.333,4279
20170112,1101,무,164.89,-7.721,1101,1690.1,2892
20170307,1001,배추,23.701,-1.087,1001,2881.333,4002
20170307,1101,무,67.42,-1.555,1101,1408.3,2255
20170307,1207,건고추,-31.875,1.754,1207,5700,9768
20170307,1209,마늘,24.847,0,12A9,7150,10163
20170307,1209,마늘,44.671,0,1209,6380,0
20170307,1201,양파,44.603,2.958,1201,1420,2316
20170307,1202,대파,78.694,-1.196,1202,2927,5830
20170308,1001,배추,23.787,0.046,1001,2882.667,4002
20170308,1101,무,53.27,-9.264,1101,1288.9,2261
20170308,1207,건고추,-31.875,0,1207,5700,9768
20170308,1209,마늘,24.847,0,12A9,7150,10214
20170308,1209,마늘,44.671,0,1209,6380,0
20170308,1201,양파,41.446,-2.232,1201,1389,2307
20170308,1202,대파,92.857,7.344,1202,3159,5806
20170309,1001,배추,20.395,-2.818,1001,2803.667,4002
20170309,1101,무,45.541,-5.285,1101,1224.2,2258
20170309,1207,건고추,-31.875,0,1207,5700,9768
20170309,1209,마늘,24.847,0,12A9,7150,10186
20170309,1209,마늘,44.671,0,1209,6380,0
20170309,1201,양파,38.086,-2.434,1201,1356,2310
20170309,1202,대파,77.35,-8.744,1202,2905,5703
20170310,1001,배추,21.211,0.697,1001,2823.333,4002
20170310,1101,무,42.093,-2.444,1101,1195,2244
20170310,1207,건고추,-31.875,0,1207,5700,9768
20170310,1209,마늘,24.847,0,12A9,7150,10221
20170310,1209,마늘,44.671,0,1209,6380,0
20170310,1201,양파,37.78,-0.222,1201,1353,2305
20160911,1101,무,78.826,3.906,1101,2009.8,2914
20160911,1207,건고추,-32.844,0,1207,6500,10258
20160911,1209,마늘,31.455,0,12A9,7000,10131
20160911,1209,마늘,52.972,0,1209,5920,0
20160911,1201,양파,-5.946,0.46,1201,870,1558
20160911,1202,대파,-5.868,-2.056,1202,1508,4981
20160912,1001,배추,138.909,-5.172,1001,5826.667,7545
20160912,1101,무,75.89,-1.664,1101,1976.9,2962
20160912,1207,건고추,-32.844,0,1207,6500,10258
20160912,1209,마늘,31.455,0,12A9,7000,10131
20160912,1209,마늘,52.972,0,1209,5920,0
20160912,1201,양파,-5.405,0.571,1201,875,1568
20160912,1202,대파,3.995,9.484,1202,1666,4893
20160913,1001,배추,220.377,25.436,1001,7814.333,7845
20160913,1101,무,181.228,37.454,1101,3160.7,3053
20160913,1207,건고추,-32.844,0,1207,6500,10258
20160913,1209,마늘,33.333,1.408,12A9,7100,10082
20160913,1209,마늘,52.972,0,1209,5920,0
20160913,1201,양파,-0.541,4.891,1201,920,1562
20160913,1202,대파,64.419,36.75,1202,2634,4875
20160914,1001,배추,122.468,-44.025,1001,5425.667,7845
20160914,1101,무,44.484,-94.612,1101,1624.1,3053
20160914,1207,건고추,-32.844,0,1207,6500,10258
20160914,1209,마늘,31.455,-1.429,12A9,7000,10103
20160914,1209,마늘,52.972,0,1209,5920,0
20160914,1201,양파,-0.649,-0.109,1201,919,1562
20160914,1202,대파,63.233,-0.727,1202,2615,4875
20161111,1202,대파,60.885,13.924,1202,2291,5350
20161112,1001,배추,126.123,6.754,1001,3272,3263
20161112,1101,무,95.074,0.978,1101,1584.1,2405
20161112,1207,건고추,-35.253,0,1207,5800,9951
20161112,1209,마늘,30.672,0,12A9,7200,10383
20161112,1209,마늘,42.454,0,1209,6060,0
20161112,1201,양파,5.697,-0.577,1201,1039,1696
20161112,1202,대파,60.674,-0.131,1202,2288,5350
20161113,1001,배추,126.123,6.754,1001,3272,3263
20161113,1101,무,95.074,0.978,1101,1584.1,2405
20161113,1207,건고추,-35.253,0,1207,5800,9951
20161113,1209,마늘,30.672,0,12A9,7200,10383
20161113,1209,마늘,42.454,0,1209,6060,0
20161113,1201,양파,5.697,-0.577,1201,1039,1696
20161113,1202,대파,60.674,-0.131,1202,2288,5350
20161114,1001,배추,92.674,-17.374,1001,2787.667,3435
20161114,1101,무,94.951,-0.063,1101,1583.1,2436
20161114,1207,건고추,-35.253,0,1207,5800,9951
20161114,1209,마늘,30.672,0,12A9,7200,10383
20161114,1209,마늘,42.454,0,1209,6060,0
20161114,1201,양파,6.409,0.669,1201,1046,1712
20161114,1202,대파,68.048,4.388,1202,2393,5408
20161115,1001,배추,85.556,-3.837,1001,2684.667,3567
20161115,1101,무,101.847,3.428,1101,1639.3,2433
20161115,1207,건고추,-35.253,0,1207,5800,9951
20161115,1209,마늘,30.672,0,12A9,7200,10432
20161115,1209,마늘,42.454,0,1209,6060,0
20170112,1207,건고추,-32.272,0,1207,5700,9768
20170112,1209,마늘,32.175,0,12A9,7300,10566
20170112,1209,마늘,45.109,0,1209,6260,0
20170112,1201,양파,27.047,-4.495,1201,1179,1974
20170112,1202,대파,54.022,-5.772,1202,1819,4983
20170113,1001,배추,136.695,0.306,1001,3050.667,4108
20170113,1101,무,147.335,-7.131,1101,1577.6,2775
20170113,1207,건고추,-32.272,0,1207,5700,9768
20170113,1209,마늘,32.175,0,12A9,7300,10242
20170113,1209,마늘,45.109,0,1209,6260,0
20170113,1201,양파,20.366,-5.551,1201,1117,1965
20170113,1202,대파,46.994,-4.781,1202,1736,4998
20170114,1001,배추,128.86,-3.412,1001,2950,4108
20170114,1101,무,145.925,-0.529,1101,1569.3,2775
20170114,1207,건고추,-32.272,0,1207,5700,9768
20170114,1209,마늘,33.08,0.68,12A9,7350,10145
20170114,1209,마늘,45.109,0,1209,6260,0
20170114,1201,양파,19.073,-1.086,1201,1105,1965
20170114,1202,대파,50.635,2.417,1202,1779,4998
20170115,1001,배추,128.86,-3.412,1001,2950,4108
20170115,1101,무,145.925,-0.529,1101,1569.3,2775
20170115,1207,건고추,-32.272,0,1207,5700,9768
20170115,1209,마늘,33.08,0.68,12A9,7350,10145
20170115,1209,마늘,45.109,0,1209,6260,0
20170115,1201,양파,19.073,-1.086,1201,1105,1965
20170115,1202,대파,50.635,2.417,1202,1779,4998
20170116,1001,배추,134.213,2.296,1001,3019.333,4108
20170310,1202,대파,76.129,-0.693,1202,2885,5594
20170311,1001,배추,21.315,2.554,1001,2897.333,4002
20170311,1101,무,36.473,-5.79,1101,1129.6,2244
20170311,1207,건고추,-31.875,0,1207,5700,9768
20170311,1209,마늘,22.432,0,12A9,7150,10221
20170311,1209,마늘,43.532,0,1209,6380,0
20170311,1201,양파,47.783,-1.5,1201,1333,2305
20170311,1202,대파,59.987,-13.987,1202,2531,5594
20170312,1001,배추,21.315,2.554,1001,2897.333,4002
20170312,1101,무,36.473,-5.79,1101,1129.6,2244
20170312,1207,건고추,-31.875,0,1207,5700,9768
20170312,1209,마늘,22.432,0,12A9,7150,10221
20170312,1209,마늘,43.532,0,1209,6380,0
20170312,1201,양파,47.783,-1.5,1201,1333,2305
20170312,1202,대파,59.987,-13.987,1202,2531,5594
20170313,1001,배추,19.179,-1.816,1001,2845.667,4002
20170313,1101,무,56.28,12.691,1101,1293.8,2249
20170313,1207,건고추,-31.875,0,1207,5700,9768
20170313,1209,마늘,22.432,0,12A9,7150,10221
20170313,1209,마늘,43.532,0,1209,6380,0
20170313,1201,양파,48.115,0.225,1201,1336,2326
20170313,1202,대파,51.138,-5.855,1202,2391,5552
20170314,1001,배추,19.933,0.629,1001,2863.667,4089
20170314,1101,무,85.628,15.818,1101,1536.9,2240
20170314,1207,건고추,-31.875,0,1207,5700,9768
20170314,1209,마늘,22.432,0,12A9,7150,10285
20170314,1209,마늘,43.532,0,1209,6380,0
20160915,1001,배추,122.468,-44.025,1001,5425.667,7845
20160915,1101,무,44.484,-94.612,1101,1624.1,3053
20160915,1207,건고추,-32.844,0,1207,6500,10258
20160915,1209,마늘,31.455,-1.429,12A9,7000,10103
20160915,1209,마늘,52.972,0,1209,5920,0
20160915,1201,양파,-0.649,-0.109,1201,919,1562
20160915,1202,대파,63.233,-0.727,1202,2615,4875
20160916,1001,배추,122.468,-44.025,1001,5425.667,7845
20160916,1101,무,44.484,-94.612,1101,1624.1,3053
20160916,1207,건고추,-32.844,0,1207,6500,10258
20160916,1209,마늘,31.455,-1.429,12A9,7000,10103
20160916,1209,마늘,52.972,0,1209,5920,0
20160916,1201,양파,-0.649,-0.109,1201,919,1562
20160916,1202,대파,63.233,-0.727,1202,2615,4875
20160917,1001,배추,122.468,-44.025,1001,5425.667,7845
20160917,1101,무,44.484,-94.612,1101,1624.1,3053
20160917,1207,건고추,-32.844,0,1207,6500,10258
20160917,1209,마늘,31.455,-1.429,12A9,7000,10103
20160917,1209,마늘,52.972,0,1209,5920,0
20160917,1201,양파,-0.649,-0.109,1201,919,1562
20160917,1202,대파,63.233,-0.727,1202,2615,4875
20160918,1001,배추,122.468,-44.025,1001,5425.667,7845
20160918,1101,무,44.484,-94.612,1101,1624.1,3053
20160918,1207,건고추,-32.844,0,1207,6500,10258
20160918,1209,마늘,31.455,-1.429,12A9,7000,10103
20160918,1209,마늘,52.972,0,1209,5920,0
20160918,1201,양파,-0.649,-0.109,1201,919,1562
20161115,1201,양파,4.578,-1.751,1201,1028,1716
20161115,1202,대파,73.034,2.881,1202,2464,5405
20161116,1001,배추,74.153,-6.548,1001,2519.667,3561
20161116,1101,무,105.419,1.715,1101,1667.9,2437
20161116,1207,건고추,-35.253,0,1207,5800,9951
20161116,1209,마늘,34.301,2.703,12A9,7400,10432
20161116,1209,마늘,42.454,0,1209,6060,0
20161116,1201,양파,4.374,-0.195,1201,1026,1727
20161116,1202,대파,68.469,-2.709,1202,2399,5403
20161117,1001,배추,127.713,23.538,1001,3295.333,3440
20161117,1101,무,100.739,-2.331,1101,1629.9,2383
20161117,1207,건고추,-35.253,0,1207,5800,9951
20161117,1209,마늘,34.301,0,12A9,7400,10432
20161117,1209,마늘,42.454,0,1209,6060,0
20161117,1201,양파,0.61,-3.741,1201,989,1741
20161117,1202,대파,68.258,-0.125,1202,2396,5597
20161118,1001,배추,153.075,10.005,1001,3661.667,3630
20161118,1101,무,100.246,-0.215,1101,1626.4,2392
20161118,1207,건고추,-35.253,0,1207,5800,9951
20161118,1209,마늘,34.301,0,12A9,7400,10053
20161118,1209,마늘,42.454,0,1209,6060,0
20161118,1201,양파,4.069,3.324,1201,1023,1741
20161118,1202,대파,79.494,6.26,1202,2556,5665
20161119,1001,배추,124.879,-12.517,1001,3254.333,3630
20161119,1101,무,91.133,-4.801,1101,1551.9,2392
20161119,1207,건고추,-35.253,0,1207,5800,9951
20170116,1101,무,174.922,10.505,1101,1753.5,2687
20170116,1207,건고추,-32.272,0,1207,5700,9768
20170116,1209,마늘,33.08,0.68,12A9,7350,10145
20170116,1209,마늘,45.109,0,1209,6260,0
20170116,1201,양파,29.203,7.84,1201,1199,2033
20170116,1202,대파,90.686,21.004,1202,2252,4981
20170117,1001,배추,138.014,1.586,1001,3068,4108
20170117,1101,무,181.348,2.334,1101,1795.4,2666
20170117,1207,건고추,-32.272,0,1207,5700,9768
20170117,1209,마늘,33.08,0,12A9,7350,10145
20170117,1209,마늘,45.109,0,1209,6260,0
20170117,1201,양파,35.129,4.386,1201,1254,2057
20170117,1202,대파,79.848,-6.026,1202,2124,4989
20170118,1001,배추,139.721,0.712,1001,3090,4092
20170118,1101,무,188.715,2.503,1101,1841.5,2590
20170118,1207,건고추,-32.272,0,1207,5700,9768
20170118,1209,마늘,33.08,0,12A9,7350,10145
20170118,1209,마늘,45.109,0,1209,6260,0
20170118,1201,양파,32.328,-2.117,1201,1228,2074
20170118,1202,대파,65.368,-8.756,1202,1953,4978
20170119,1001,배추,133.049,-2.851,1001,3004.333,4092
20170119,1101,무,198.276,3.227,1101,1902.9,2560
20170119,1207,건고추,-32.272,0,1207,5700,9768
20170119,1209,마늘,33.08,0,12A9,7350,10145
20170119,1209,마늘,45.109,0,1209,6260,0
20170119,1201,양파,30.28,-1.572,1201,1209,2130
20170119,1202,대파,59.78,-3.498,1202,1887,4939
20170314,1201,양파,51.33,2.125,1201,1365,2326
20170314,1202,대파,51.833,0.458,1202,2402,5533
20170315,1001,배추,11.097,-7.941,1001,2653,4089
20170315,1101,무,78.261,-4.154,1101,1475.6,2240
20170315,1207,건고추,-31.875,0,1207,5700,9768
20170315,1209,마늘,21.747,-0.563,12A9,7110,10285
20170315,1209,마늘,43.532,0,1209,6380,0
20170315,1201,양파,43.459,-5.487,1201,1294,2324
20170315,1202,대파,63.78,7.294,1202,2591,5493
20170316,1001,배추,2.136,-8.774,1001,2439,3986
20170316,1101,무,68.599,-5.732,1101,1395.6,2229
20170316,1207,건고추,-31.875,0,1207,5700,9768
20170316,1209,마늘,21.747,0,12A9,7110,10271
20170316,1209,마늘,43.532,0,1209,6380,0
20170316,1201,양파,47.007,2.413,1201,1326,2382
20170316,1202,대파,63.464,-0.193,1202,2586,5290
20170317,1001,배추,12.688,9.376,1001,2691.333,3986
20170317,1101,무,67.512,-0.591,1101,1387.4,2217
20170317,1207,건고추,-31.875,0,1207,5700,9768
20170317,1209,마늘,21.747,0,12A9,7110,10179
20170317,1209,마늘,43.532,0,1209,6380,0
20170317,1201,양파,48.226,0.823,1201,1337,2398
20170317,1202,대파,62.453,-0.623,1202,2570,5239
20170318,1001,배추,3.894,-8.463,1001,2481.333,3986
20170318,1101,무,60.266,-4.567,1101,1326.8,2217
20170318,1207,건고추,-31.875,0,1207,5700,9768
20160918,1202,대파,63.233,-0.727,1202,2615,4875
20160919,1001,배추,103.895,-9.095,1001,4973.333,8443
20160919,1101,무,63.345,11.532,1101,1835.8,3085
20160919,1207,건고추,-32.844,0,1207,6500,10258
20160919,1209,마늘,31.455,-1.429,12A9,7000,10103
20160919,1209,마늘,52.972,0,1209,5920,0
20160919,1201,양파,5.946,6.224,1201,980,1613
20160919,1202,대파,11.298,-46.663,1202,1783,4830
20160920,1001,배추,117.179,6.11,1001,5297,8088
20160920,1101,무,117.883,25.036,1101,2448.9,2989
20160920,1207,건고추,-32.844,0,1207,6500,10258
20160920,1209,마늘,31.455,0,12A9,7000,9921
20160920,1209,마늘,52.972,0,1209,5920,0
20160920,1201,양파,6.27,0.305,1201,983,1613
20160920,1202,대파,29.963,14.361,1202,2082,4696
20160921,1001,배추,159.709,0.991,1001,5350,7940
20160921,1101,무,71.779,-24.957,1101,1959.8,3030
20160921,1207,건고추,-31.78,0,1207,6500,10258
20160921,1209,마늘,29.056,0,12A9,7000,9962
20160921,1209,마늘,49.949,0,1209,5920,0
20160921,1201,양파,9.601,3.248,1201,1016,1619
20160921,1202,대파,73.656,18.385,1202,2551,4665
20160922,1001,배추,169.66,3.685,1001,5554.667,7694
20160922,1101,무,65.907,-3.507,1101,1893.4,3009
20160922,1207,건고추,-32.83,-1.563,1207,6400,10258
20160922,1209,마늘,29.056,0,12A9,7000,9954
20160922,1209,마늘,49.949,0,1209,5920,0
20161119,1209,마늘,34.301,0,12A9,7400,10131
20161119,1209,마늘,42.454,0,1209,6060,0
20161119,1201,양파,3.357,-0.689,1201,1016,1741
20161119,1202,대파,72.472,-4.072,1202,2456,5665
20161120,1001,배추,124.879,-12.517,1001,3254.333,3630
20161120,1101,무,91.133,-4.801,1101,1551.9,2392
20161120,1207,건고추,-35.253,0,1207,5800,9951
20161120,1209,마늘,34.301,0,12A9,7400,10131
20161120,1209,마늘,42.454,0,1209,6060,0
20161120,1201,양파,3.357,-0.689,1201,1016,1741
20161120,1202,대파,72.472,-4.072,1202,2456,5665
20161121,1001,배추,66.273,-15.621,1001,2814.667,3709
20161121,1101,무,80.021,8.399,1101,1694.2,2401
20161121,1207,건고추,-35.217,0,1207,5800,9951
20161121,1209,마늘,34.228,0,12A9,7400,10131
20161121,1209,마늘,33.775,0,1209,6060,0
20161121,1201,양파,3.416,-1.702,1201,999,1748
20161121,1202,대파,75.451,-1.07,1202,2430,5699
20161122,1001,배추,42.056,-17.05,1001,2404.667,3790
20161122,1101,무,112.54,15.298,1101,2000.2,2397
20161122,1207,건고추,-35.217,0,1207,5800,9951
20161122,1209,마늘,34.228,0,12A9,7400,10087
20161122,1209,마늘,33.775,0,1209,6060,0
20161122,1201,양파,5.28,1.77,1201,1017,1741
20161122,1202,대파,81.083,3.11,1202,2508,5575
20161123,1001,배추,79.858,21.038,1001,3045.333,3762
20161123,1101,무,91.18,-11.172,1101,1799.2,2406
20160727,1001,배추,29.032,6.423,1001,2600,3362
20160727,1101,무,-14.571,-12.094,1101,984.8,1831
20160727,1207,건고추,-20.625,0,1207,6600,10123
20160727,1209,마늘,31.129,0,12A9,6900,10938
20160727,1209,마늘,53.441,0,1209,5820,0
20160727,1201,양파,-4.941,-3.713,1201,808,1530
20160727,1202,대파,-29.538,-1.582,1202,885,4058
20160728,1001,배추,56.328,17.46,1001,3150,3383
20160728,1101,무,-3.903,11.095,1101,1107.7,1832
20160728,1207,건고추,-20.625,0,1207,6600,10123
20160728,1209,마늘,31.129,0,12A9,6900,10776
20160728,1209,마늘,53.441,0,1209,5820,0
20160728,1201,양파,-4.941,0,1201,808,1508
20160728,1202,대파,-14.331,17.751,1202,1076,4004
20160729,1001,배추,25.261,-24.802,1001,2524,3388
20160729,1101,무,-14.918,-12.927,1101,980.9,1839
20160729,1207,건고추,-20.625,0,1207,6600,10123
20160729,1209,마늘,31.129,0,12A9,6900,10735
20160729,1209,마늘,53.441,0,1209,5820,0
20160729,1201,양파,-4.706,0.247,1201,810,1503
20160729,1202,대파,-20.701,-8.032,1202,996,4007
20160730,1001,배추,56.625,20.017,1001,3155.667,3388
20160730,1101,무,-3.643,11.686,1101,1110.7,1839
20160730,1207,건고추,-20.625,0,1207,6600,10123
20160730,1209,마늘,26.378,-3.759,12A9,6650,10610
20160730,1209,마늘,52.913,-0.345,1209,5800,0
20160730,1201,양파,-4.706,0,1201,810,1503
20160123,1202,대파,93.233,21.323,1202,2570,4802
20160124,1001,배추,30.181,0.826,1001,2299.333,2448
20160124,1101,무,62.556,-29.06,1101,1094.3,1345
20160124,1207,건고추,-10.643,0,1207,7800,10608
20160124,1209,마늘,35.865,0.662,12A9,7550,9826
20160124,1209,마늘,34.438,0,1209,5840,0
20160124,1201,양파,78.462,0.332,1201,1508,2583
20160124,1202,대파,93.233,21.323,1202,2570,4802
20160125,1001,배추,34.032,2.872,1001,2367.333,2476
20160125,1101,무,145.914,33.875,1101,1654.9,1424
20160125,1207,건고추,-10.643,0,1207,7800,10608
20160125,1209,마늘,35.865,0.662,12A9,7550,9826
20160125,1209,마늘,34.438,0,1209,5840,0
20160125,1201,양파,86.627,4.375,1201,1577,2592
20160125,1202,대파,137.218,18.542,1202,3155,4864
20160126,1001,배추,25.934,-6.461,1001,2223.667,2598
20160126,1101,무,121.1,-11.194,1101,1488.3,1506
20160126,1207,건고추,-10.643,0,1207,7800,10608
20160126,1209,마늘,35.865,0,12A9,7550,9842
20160126,1209,마늘,38.122,2.667,1209,6000,0
20160126,1201,양파,100.118,6.742,1201,1691,2580
20160126,1202,대파,105.038,-15.695,1202,2727,4959
20160127,1001,배추,26.897,0.759,1001,2240.667,2715
20160127,1101,무,96.434,-12.545,1101,1322.4,1542
20160127,1207,건고추,-10.643,0,1207,7800,10608
20160127,1209,마늘,38.564,1.948,12A9,7700,9842
20160127,1209,마늘,38.122,0,1209,6000,0
20160325,1209,마늘,38.019,0,12A9,8150,11037
20160325,1209,마늘,28.096,0,1209,5740,0
20160325,1201,양파,99.307,2.018,1201,1437,2570
20160325,1202,대파,46.043,-14.833,1202,1827,4661
20160326,1001,배추,45.561,0.077,1001,3475.667,4030
20160326,1101,무,80.912,8.715,1101,1506.6,1901
20160326,1207,건고추,-12.742,0,1207,7560,10608
20160326,1209,마늘,38.019,0,12A9,8150,11037
20160326,1209,마늘,28.096,0,1209,5740,0
20160326,1201,양파,94.73,-2.35,1201,1404,2570
20160326,1202,대파,33.973,-9.01,1202,1676,4661
20160327,1001,배추,45.561,0.077,1001,3475.667,4030
20160327,1101,무,80.912,8.715,1101,1506.6,1901
20160327,1207,건고추,-12.742,0,1207,7560,10608
20160327,1209,마늘,38.019,0,12A9,8150,11037
20160327,1209,마늘,28.096,0,1209,5740,0
20160327,1201,양파,94.73,-2.35,1201,1404,2570
20160327,1202,대파,33.973,-9.01,1202,1676,4661
20160328,1001,배추,65.62,12.112,1001,3954.667,4059
20160328,1101,무,71.309,-5.556,1101,1427.3,1904
20160328,1207,건고추,-12.742,0,1207,7560,10608
20160328,1209,마늘,38.019,0,12A9,8150,11037
20160328,1209,마늘,28.096,0,1209,5740,0
20160328,1201,양파,82.108,-6.931,1201,1313,2545
20160328,1202,대파,67.386,19.962,1202,2094,4606
20160329,1001,배추,65.662,0.042,1001,3956.333,4103
20160526,1207,건고추,-14.663,0,1207,7100,10289
20160526,1209,마늘,52.333,0,12A9,8750,12248
20160526,1209,마늘,56.912,0,1209,6300,0
20160526,1201,양파,6.732,19.077,1201,650,1599
20160526,1202,대파,41.237,-14.859,1202,1918,4198
20160527,1001,배추,104.093,-25.609,1001,2543.333,3854
20160527,1101,무,-21.248,-21.694,1101,871.2,2152
20160527,1207,건고추,-14.663,0,1207,7100,10289
20160527,1209,마늘,52.333,0,12A9,8750,12305
20160527,1209,마늘,56.912,0,1209,6300,0
20160527,1201,양파,9.031,2.108,1201,664,1549
20160527,1202,대파,11.267,-26.936,1202,1511,4149
20160528,1001,배추,59.631,-27.87,1001,1989,3854
20160528,1101,무,1.808,22.608,1101,1125.7,2152
20160528,1207,건고추,-14.663,0,1207,7100,10289
20160528,1209,마늘,52.333,0,12A9,8750,12493
20160528,1209,마늘,56.912,0,1209,6300,0
20160528,1201,양파,19.869,9.041,1201,730,1549
20160528,1202,대파,25.626,11.43,1202,1706,4149
20160529,1001,배추,59.631,-27.87,1001,1989,3854
20160529,1101,무,1.808,22.608,1101,1125.7,2152
20160529,1207,건고추,-14.663,0,1207,7100,10289
20160529,1209,마늘,52.333,0,12A9,8750,12493
20160529,1209,마늘,56.912,0,1209,6300,0
20160529,1201,양파,19.869,9.041,1201,730,1549
20160529,1202,대파,25.626,11.43,1202,1706,4149
20160530,1001,배추,91.252,16.545,1001,2383.333,3788
20160730,1202,대파,-5.414,16.162,1202,1188,4007
20160731,1001,배추,56.625,20.017,1001,3155.667,3388
20160731,1101,무,-3.643,11.686,1101,1110.7,1839
20160731,1207,건고추,-20.625,0,1207,6600,10123
20160731,1209,마늘,26.378,-3.759,12A9,6650,10610
20160731,1209,마늘,52.913,-0.345,1209,5800,0
20160731,1201,양파,-4.706,0,1201,810,1503
20160731,1202,대파,-5.414,16.162,1202,1188,4007
20160801,1001,배추,32.488,-0.627,1001,3136,3487
20160801,1101,무,3.055,3.182,1101,1147.2,1864
20160801,1207,건고추,-19.747,0,1207,6600,10123
20160801,1209,마늘,27.786,-3.759,12A9,6650,10610
20160801,1209,마늘,59.516,-0.345,1209,5800,0
20160801,1201,양파,-11.877,2.527,1201,831,1513
20160801,1202,대파,-3.001,10.34,1202,1325,3985
20160802,1001,배추,42.628,7.1,1001,3375.667,3569
20160802,1101,무,-13.387,-19.004,1101,964,1846
20160802,1207,건고추,-22.179,-3.125,1207,6400,10123
20160802,1209,마늘,27.786,0,12A9,6650,10585
20160802,1209,마늘,60.616,0.685,1209,5840,0
20160802,1201,양파,-8.378,3.819,1201,864,1513
20160802,1202,대파,-4.685,-1.767,1202,1302,4006
20160803,1001,배추,22.222,-16.671,1001,2893.333,3689
20160803,1101,무,-7.457,6.362,1101,1029.5,1867
20160803,1207,건고추,-22.179,0,1207,6400,10123
20160803,1209,마늘,27.786,0,12A9,6650,10510
20160803,1209,마늘,60.616,0,1209,5840,0
20160127,1201,양파,113.846,6.419,1201,1807,2585
20160127,1202,대파,135.263,12.848,1202,3129,4984
20160128,1001,배추,32.39,4.177,1001,2338.333,2730
20160128,1101,무,125.409,12.816,1101,1516.8,1688
20160128,1207,건고추,-10.643,0,1207,7800,10608
20160128,1209,마늘,38.564,0,12A9,7700,9891
20160128,1209,마늘,38.122,0,1209,6000,0
20160128,1201,양파,103.787,-4.936,1201,1722,2564
20160128,1202,대파,147.97,5.124,1202,3298,5298
20160129,1001,배추,30.634,-1.373,1001,2306.667,2777
20160129,1101,무,183.655,20.557,1101,1909.3,1752
20160129,1207,건고추,-10.643,0,1207,7800,10608
20160129,1209,마늘,38.564,0,12A9,7700,9944
20160129,1209,마늘,38.122,0,1209,6000,0
20160129,1201,양파,88.284,-8.234,1201,1591,2575
20160129,1202,대파,164.511,6.254,1202,3518,5364
20160130,1001,배추,32.05,1.086,1001,2332,2777
20160130,1101,무,136.999,-19.72,1101,1594.8,1752
